LEAID	LEA_NAME	ST_NAME	LEA_CWIFTEST	LEA_CWIFTSE
0506690	Centerpoint School District	Arkansas	0.833	0.028
0506840	Gravette School District	Arkansas	1.108	0.021
0506870	Green Forest School District	Arkansas	0.772	0.04
0506900	Greenbrier School District	Arkansas	0.833	0.031
0506930	Greenland Public Schools	Arkansas	0.897	0.014
0506990	Greenwood School District	Arkansas	0.843	0.023
0507110	Gurdon School District	Arkansas	0.767	0.027
0507140	Guy-Perkins Schools	Arkansas	0.834	0.031
0507170	Hackett Public Schools	Arkansas	0.843	0.023
0507230	Hampton School District	Arkansas	0.928	0.048
0507290	Harmony Grove School District	Arkansas	0.875	0.04
0507320	Harmony Grove School District	Arkansas	0.732	0.052
0507350	Harrisburg School District	Arkansas	0.868	0.034
0507380	Harrison School District	Arkansas	0.772	0.04
0507530	Hazen School District	Arkansas	0.869	0.035
0507560	Heber Springs School District	Arkansas	0.847	0.051
0507620	Hector School District	Arkansas	0.804	0.036
0507680	Helena-West Helena School District	Arkansas	0.869	0.035
0507710	Hermitage School District	Arkansas	0.928	0.048
0507740	Cross County School District	Arkansas	0.868	0.034
0507770	Highland School District	Arkansas	0.741	0.025
0507840	Hope School District	Arkansas	0.842	0.039
0507860	Horatio School District	Arkansas	0.842	0.039
0507890	Hot Springs School District	Arkansas	0.843	0.032
0507920	Jessieville School District	Arkansas	0.842	0.032
0507990	Hoxie School District	Arkansas	0.74	0.03
0508040	West Memphis School District	Arkansas	0.867	0.032
0508130	Huntsville School District	Arkansas	0.772	0.04
0508240	Jasper School District	Arkansas	0.775	0.035
0508280	Jonesboro Public Schools	Arkansas	0.797	0.026
0508340	Junction City School District	Arkansas	0.914	0.046
0508400	Riverview School District	Arkansas	0.843	0.044
0508490	Kirby School District	Arkansas	0.863	0.054
0508610	Lake Hamilton School District	Arkansas	0.843	0.032
0508640	Lakeside School District	Arkansas	0.87	0.034
0508670	Lakeside School District	Arkansas	0.843	0.032
0508700	Lamar School District	Arkansas	0.804	0.036
0508730	Lavaca Public Schools	Arkansas	0.843	0.023
0508940	Lincoln School District	Arkansas	0.897	0.014
0509000	Little Rock School District	Arkansas	0.9	0.012
0509060	Lonoke School District	Arkansas	0.847	0.027
0509150	Magazine Schools	Arkansas	0.767	0.027
0509190	Magnet Cove School District	Arkansas	0.926	0.047
0509240	Malvern Special School District	Arkansas	0.928	0.048
0509270	Mammoth Spring Schools	Arkansas	0.749	0.04
0509330	Mansfield School District	Arkansas	0.819	0.018
0509360	Lee County School District	Arkansas	0.869	0.035
0509390	Marion School District	Arkansas	0.868	0.034
0509420	Marked Tree School District	Arkansas	0.868	0.034
0509480	Searcy County School District	Arkansas	0.771	0.039
0509510	Marvell School District	Arkansas	0.869	0.035
0509540	Mayflower School District	Arkansas	0.834	0.031
0509570	Maynard School District	Arkansas	0.74	0.03
0509600	McCrory School District	Arkansas	0.869	0.035
0509630	McGehee School District	Arkansas	0.869	0.035
0509720	Melbourne School District	Arkansas	0.751	0.048
0509750	Mena Public Schools	Arkansas	0.842	0.039
0509780	Mineral Springs School District	Arkansas	0.856	0.039
0509840	Monticello School District	Arkansas	0.869	0.035
0509990	Mount Ida School District	Arkansas	0.768	0.027
0510080	Mount Vernon-Enola School District	Arkansas	0.835	0.025
0510170	Mountain Pine School District	Arkansas	0.843	0.032
0510200	Mountain View School District	Arkansas	0.751	0.048
0510260	Mountainburg Schools	Arkansas	0.772	0.04
0510290	Mulberry School District	Arkansas	0.772	0.04
0510320	South Pike County School District	Arkansas	0.858	0.051
0510380	Nashville School District	Arkansas	0.86	0.047
0510410	Nemo Vista School District	Arkansas	0.767	0.027
0510440	Nettleton School District	Arkansas	0.797	0.026
0510560	Norfork Schools	Arkansas	0.752	0.048
0510680	North Little Rock School District	Arkansas	0.9	0.012
0510920	Omaha School District	Arkansas	0.772	0.04
0510950	Osceola School District	Arkansas	0.868	0.034
0510980	Ouachita School District	Arkansas	0.928	0.048
0511010	Ozark School District	Arkansas	0.771	0.04
0511070	Pangburn School District	Arkansas	0.843	0.036
0511130	Paris School District	Arkansas	0.767	0.027
0511220	Parkers Chapel School District	Arkansas	0.914	0.046
0511340	Perryville School District	Arkansas	0.767	0.027
0511370	Piggott School District	Arkansas	0.74	0.03
0511610	Pocahontas School District	Arkansas	0.74	0.03
0511700	Pottsville Public Schools	Arkansas	0.804	0.036
0511730	Poyen School District	Arkansas	0.928	0.048
0511760	Prairie Grove School District	Arkansas	0.897	0.014
0511820	Prescott School District	Arkansas	0.863	0.054
0511850	Pulaski County Special School District	Arkansas	0.893	0.011
0511880	Quitman School District	Arkansas	0.837	0.029
0511970	Rogers Public Schools	Arkansas	1.108	0.021
0512000	Rose Bud School District	Arkansas	0.843	0.034
0512060	Russellville Schools	Arkansas	0.804	0.036
0512090	Salem School District	Arkansas	0.752	0.048
0512180	Scranton School District	Arkansas	0.767	0.027
0512210	Searcy School District	Arkansas	0.842	0.044
0512420	Shirley School District	Arkansas	0.766	0.027
0512450	Siloam Springs Schools	Arkansas	1.096	0.02
0512480	Sloan-Hendrix School District	Arkansas	0.74	0.03
0512510	Smackover-Norphlet School District	Arkansas	0.907	0.041
0512520	South Conway County School District	Arkansas	0.767	0.027
0512540	Southside School District	Arkansas	0.847	0.051
0512570	South Side-Bee Branch School District	Arkansas	0.775	0.024
0512630	Spring Hill School District	Arkansas	0.842	0.039
0512660	Springdale School District	Arkansas	0.921	0.012
0512930	Strong School District	Arkansas	0.914	0.046
0512960	Stuttgart School District	Arkansas	0.847	0.027
0513080	Greene County Technical School District	Arkansas	0.74	0.03
0513110	Texarkana School District	Arkansas	0.842	0.039
0513230	Jackson County School District	Arkansas	0.743	0.029
0513350	Valley Springs School District	Arkansas	0.772	0.04
0513380	Valley View School District	Arkansas	0.797	0.026
0513410	Van Buren School District	Arkansas	0.772	0.04
0513530	Vilonia School District	Arkansas	0.834	0.031
0513560	Viola School District	Arkansas	0.752	0.048
0513680	Waldron School District	Arkansas	0.767	0.027
0513930	Watson Chapel School District	Arkansas	0.842	0.035
0514010	West Fork School District	Arkansas	0.897	0.014
0514020	Westside School District	Arkansas	0.804	0.036
0514040	West Side School District	Arkansas	0.84	0.047
0514140	White Hall School District	Arkansas	0.842	0.035
0514370	Wonderview School District	Arkansas	0.767	0.027
0514400	Woodlawn School District	Arkansas	0.847	0.027
0514430	Wynne Public Schools	Arkansas	0.868	0.034
0514490	Yellville-Summit School District	Arkansas	0.772	0.04
0600001	Acton-Agua Dulce Unified School District	California	1.139	0.004
0600006	Ross Valley Elementary School District	California	1.203	0.024
0600009	Cuyama Joint Unified School District	California	1.104	0.012
0600011	Fort Sage Unified School District	California	0.936	0.043
0600012	Twin Ridges Elementary School District	California	0.993	0.034
0600013	Rocklin Unified School District	California	1.106	0.017
0600014	Hesperia Unified School District	California	1.017	0.009
0600015	Lucerne Valley Unified School District	California	1.017	0.009
0600016	Upland Unified School District	California	1.017	0.009
0600017	Apple Valley Unified School District	California	1.017	0.009
0600018	Mountain Valley Unified School District	California	0.922	0.056
0600019	Dublin Unified School District	California	1.235	0.008
0600020	Pleasanton Unified School District	California	1.235	0.008
0600021	Sunol Glen Unified School District	California	1.235	0.008
0600022	Mendota Unified School District	California	1.01	0.014
0600025	Manhattan Beach Unified School District	California	1.139	0.004
0600026	El Tejon Unified School District	California	1.075	0.02
0600027	Lake Elsinore Unified School District	California	1.054	0.011
0600028	Temecula Valley Unified School District	California	1.054	0.011
0600029	Murrieta Valley Unified School District	California	1.054	0.011
0600031	Big Sur Unified School District	California	1.121	0.021
0600032	Redondo Beach Unified School District	California	1.139	0.004
0600033	Dos Palos-Oro Loma Joint Unified School District	California	1.028	0.034
0600034	Windsor Unified School District	California	1.095	0.017
0600035	Farmersville Unified School District	California	1.039	0.033
0600036	Natomas Unified School District	California	1.088	0.008
0600037	Ferndale Unified School District	California	0.855	0.03
0600038	Mattole Unified School District	California	0.855	0.03
0600039	Delhi Unified School District	California	1.031	0.039
0600040	Riverdale Joint Unified School District	California	1.01	0.013
0600042	Warner Unified School District	California	1.079	0.006
0600043	Scotts Valley Unified School District	California	1.086	0.021
0600044	Healdsburg Unified School District	California	1.095	0.017
0600045	Orland Joint Unified School District	California	0.932	0.058
0600046	Gonzales Unified School District	California	1.121	0.021
0600047	Tracy Unified School District	California	1.042	0.02
0600048	Paso Robles Joint Unified School District	California	1.026	0.022
0600049	Coast Unified School District	California	1.027	0.022
0600051	Gridley Unified School District	California	0.952	0.023
0600052	Eureka City Unified School District	California	0.855	0.03
0600060	Hughson Unified School District	California	1.08	0.025
0600061	Riverbank Unified School District	California	1.08	0.025
0600062	Oakdale Joint Unified School District	California	1.079	0.025
0600063	Waterford Unified School District	California	1.08	0.025
0600064	Porterville Unified School District	California	1.039	0.033
0600065	Dinuba Unified School District	California	1.038	0.033
0600067	Caruthers Unified School District	California	1.01	0.014
0600068	Golden Valley Unified School District	California	0.956	0.057
0600069	Valley Center-Pauma Unified School District	California	1.079	0.006
0600116	Chawanakee Unified School District	California	0.956	0.057
0600153	Alhambra Unified School District	California	1.139	0.004
0600158	Turlock Unified School District	California	1.079	0.025
0600159	Scott Valley Unified School District	California	0.951	0.05
0600160	Yosemite Unified School District	California	0.955	0.056
0601331	Trinity Alps Unified School District	California	0.922	0.056
0601332	Twin Rivers Unified School District	California	1.087	0.008
0601339	Hamilton Unified School District	California	0.933	0.058
0601409	Bishop Unified School District	California	0.949	0.041
0601410	Lammersville Joint Unified School District	California	1.043	0.02
0601414	Santa Barbara Unified School District	California	1.122	0.015
0601415	Washington Unified School District	California	1.01	0.014
0601418	Woodlake Unified School District	California	1.039	0.033
0601420	Fortuna Elementary School District	California	0.855	0.03
0601421	Santa Paula Unified School District	California	1.08	0.012
0601423	Exeter Unified School District	California	1.039	0.033
0601426	Bonsall Unified School District	California	1.079	0.006
0601427	Penn Valley Union Elementary School District	California	0.993	0.034
0601428	Wiseburn Unified School District	California	1.139	0.004
0601442	Upper Lake Unified School District	California	0.933	0.058
0601620	ABC Unified School District	California	1.139	0.004
0601650	Acalanes Union High School District	California	1.224	0.012
0601680	Ackerman Elementary School District	California	1.106	0.017
0601710	Adelanto Elementary School District	California	1.017	0.009
0601770	Alameda City Unified School District	California	1.235	0.008
0601860	Albany City Unified School District	California	1.235	0.008
0601890	Alexander Valley Union School District	California	1.095	0.017
0601950	Alisal Union Elementary School District	California	1.121	0.021
0601980	Allensworth Elementary School District	California	1.039	0.033
0602010	Alpaugh Unified School District	California	1.039	0.033
0602070	Alpine County Unified School District	California	0.949	0.041
0602100	Alpine Union Elementary School District	California	1.079	0.006
0602160	Alta Loma Elementary School District	California	1.017	0.009
0602220	Alta Vista Elementary School District	California	1.039	0.033
0602250	Alta-Dutch Flat Union Elementary School District	California	1.106	0.017
0602310	Alum Rock Union Elementary School District	California	1.381	0.007
0602360	Alview-Dairyland Union Elementary School District	California	0.956	0.057
0602370	Alvina Elementary School District	California	1.01	0.014
0602430	Alvord Unified School District	California	1.054	0.011
0602450	Amador County Unified School District	California	1.002	0.033
0602610	Anaheim Elementary School District	California	1.124	0.007
0602630	Anaheim Union High School District	California	1.124	0.007
0602670	West Sonoma County Union High School District	California	1.095	0.017
0602700	Anderson Union High School District	California	0.943	0.027
0602730	Anderson Valley Unified School District	California	1.038	0.049
0602760	Antelope Elementary School District	California	0.922	0.055
0602820	Antelope Valley Union Joint High School District	California	1.139	0.004
0602850	Antioch Unified School District	California	1.224	0.012
0602970	Arcadia Unified School District	California	1.139	0.004
0603000	Arcata Elementary School District	California	0.855	0.03
0603030	Northern Humboldt Union High School District	California	0.855	0.03
0603060	Arcohe Union Elementary School District	California	1.088	0.008
0603090	Arena Union Elementary School District	California	1.038	0.049
0603180	Armona Union Elementary School District	California	1.017	0.045
0603270	Arvin Union School District	California	1.076	0.021
0603300	Atascadero Unified School District	California	1.027	0.022
0603420	Atwater Elementary School District	California	1.031	0.039
0603480	Auburn Union Elementary School District	California	1.106	0.017
0603600	Azusa Unified School District	California	1.139	0.004
0603610	Baker Valley Unified School District	California	1.017	0.009
0603630	Bakersfield City School District	California	1.076	0.021
0603690	Baldwin Park Unified School District	California	1.139	0.004
0603720	Ballard Elementary School District	California	1.122	0.015
0603750	Ballico-Cressey Elementary School District	California	1.031	0.039
0603780	Bangor Union Elementary School District	California	0.952	0.023
0603840	Banning Unified School District	California	1.054	0.011
0603870	Banta Elementary School District	California	1.042	0.02
0604020	Barstow Unified School District	California	1.017	0.009
0604080	Bass Lake Joint Union Elementary School District	California	0.955	0.056
0604110	Bassett Unified School District	California	1.139	0.004
0604200	Bayshore Elementary School District	California	1.374	0.013
0604230	Bear Valley Unified School District	California	1.017	0.009
0604260	Beardsley Elementary School District	California	1.076	0.021
0604290	Beaumont Unified School District	California	1.053	0.011
0604350	Bella Vista Elementary School District	California	0.943	0.027
0604380	Bellevue Union School District	California	1.095	0.017
0604440	Bellflower Unified School District	California	1.139	0.004
0604500	Belleview Elementary School District	California	0.951	0.044
